compatibility,outfit_sample
1,"['0','0','222167698_2','0','222167698_1','222167698_4']"
1,"['225327046_3','225327046_5','225327046_2','0','225327046_1','0']"
1,"['219070794_3','219070794_5','219070794_2','0','219070794_1','0']"
1,"['222283278_4','222283278_6','222283278_2','222283278_7','222283278_1','0']"
1,"['132407463_3','132407463_5','132407463_2','132407463_6','132407463_1','0']"
1,"['213269591_2','0','213269591_1','0','0','0']"
1,"['221155946_4','221155946_5','221155946_2','0','221155946_1','0']"
1,"['138496002_4','138496002_5','138496002_2','0','138496002_1','0']"
1,"['198628774_3','198628774_4','198628774_2','0','198628774_1','0']"
1,"['218069887_4','218069887_6','218069887_2','218069887_7','218069887_1','0']"
1,"['0','0','221006541_2','0','221006541_1','221006541_5']"
1,"['224144217_1','224144217_5','0','0','0','0']"
1,"['110410038_6','110410038_8','110410038_2','110410038_9','110410038_1','0']"
1,"['222448991_4','222448991_6','222448991_2','0','0','0']"
1,"['220592194_4','220592194_5','220592194_2','0','220592194_1','0']"
1,"['0','0','220546723_2','0','220546723_1','220546723_5']"
1,"['220597813_2','220597813_4','0','0','0','0']"
1,"['180380188_4','180380188_5','180380188_2','180380188_6','180380188_1','0']"
1,"['222972129_4','222972129_6','222972129_2','0','222972129_1','0']"
1,"['0','0','223000627_2','0','223000627_1','223000627_5']"
1,"['200579710_4','0','200579710_2','0','200579710_1','200579710_5']"
1,"['157145587_3','157145587_4','157145587_2','157145587_5','157145587_1','0']"
1,"['0','0','220759588_1','220759588_4','0','220759588_3']"
1,"['0','220742555_4','220742555_2','0','220742555_1','0']"
1,"['221625227_3','0','221625227_2','0','221625227_1','0']"
1,"['0','0','156518464_2','0','156518464_1','156518464_5']"
1,"['211241159_3','211241159_4','211241159_2','211241159_5','211241159_1','0']"
1,"['222247580_3','222247580_5','222247580_2','0','222247580_1','0']"
1,"['220789860_4','220789860_6','220789860_2','0','220789860_1','0']"
1,"['0','0','0','0','158525649_1','0']"
1,"['0','0','206499366_2','206499366_4','206499366_1','206499366_3']"
1,"['222219010_1','222219010_3','0','0','0','0']"
1,"['224190427_2','224190427_3','224190427_1','0','0','0']"
1,"['194077173_4','194077173_6','194077173_2','0','194077173_1','0']"
1,"['0','0','223876176_2','0','223876176_1','223876176_4']"
1,"['218567896_3','218567896_5','218567896_2','0','218567896_1','0']"
1,"['202897065_4','202897065_5','202897065_2','0','202897065_1','0']"
1,"['0','215706522_3','215706522_2','215706522_4','215706522_1','0']"
1,"['222276613_5','222276613_6','222276613_2','0','222276613_1','0']"
1,"['222541332_3','222541332_5','222541332_1','0','0','0']"
1,"['0','0','204092370_2','0','204092370_1','204092370_4']"
1,"['223534676_2','223534676_5','223534676_1','0','0','0']"
1,"['148060320_4','148060320_5','148060320_2','148060320_6','148060320_1','0']"
1,"['0','0','211745515_1','0','0','211745515_4']"
1,"['0','0','224136692_3','0','224136692_1','224136692_10']"
1,"['0','0','217429405_2','0','217429405_1','217429405_5']"
1,"['219527328_5','219527328_6','219527328_2','219527328_7','219527328_1','0']"
1,"['206175205_2','206175205_3','206175205_1','0','0','0']"
1,"['217170387_3','217170387_4','217170387_2','0','217170387_1','0']"
1,"['194989620_4','194989620_5','194989620_2','0','194989620_1','0']"
1,"['0','0','214553159_2','0','214553159_1','214553159_5']"
1,"['224036968_3','224036968_5','224036968_2','0','224036968_1','0']"
1,"['0','0','0','0','211098535_1','211098535_3']"
1,"['0','205633944_4','205633944_2','0','205633944_1','0']"
1,"['222641701_4','0','222641701_2','0','222641701_1','222641701_7']"
1,"['0','0','210501764_2','210501764_8','210501764_1','210501764_7']"
1,"['0','0','214247063_2','214247063_4','214247063_1','214247063_3']"
1,"['221301830_5','221301830_7','221301830_2','0','221301830_1','0']"
1,"['0','0','217319102_2','217319102_5','217319102_1','217319102_4']"
1,"['219817525_5','219817525_7','219817525_2','0','219817525_1','0']"
1,"['0','0','219010815_2','0','219010815_1','219010815_5']"
1,"['220692892_3','220692892_5','220692892_2','0','220692892_1','0']"
1,"['0','0','177384013_2','177384013_5','177384013_1','177384013_4']"
1,"['205588870_7','205588870_8','205588870_2','0','205588870_1','0']"
1,"['0','0','215835462_2','0','215835462_1','215835462_6']"
1,"['0','0','223896676_1','0','0','223896676_3']"
1,"['220220506_5','220220506_7','220220506_2','0','220220506_1','0']"
1,"['0','0','218765802_1','0','0','218765802_5']"
1,"['0','0','224960072_2','0','224960072_1','224960072_7']"
1,"['206364983_3','206364983_4','206364983_2','0','206364983_1','0']"
1,"['217669943_3','0','217669943_2','217669943_5','217669943_1','0']"
1,"['218191639_5','218191639_7','218191639_2','218191639_8','218191639_1','0']"
1,"['219907617_4','219907617_6','219907617_2','0','219907617_1','0']"
1,"['219230606_4','219230606_5','219230606_2','219230606_6','219230606_1','0']"
1,"['137574443_3','137574443_5','137574443_2','137574443_7','137574443_1','0']"
1,"['201729315_3','201729315_5','201729315_2','0','201729315_1','0']"
1,"['0','0','222367817_2','222367817_4','222367817_1','0']"
1,"['114298449_3','114298449_4','114298449_2','0','114298449_1','0']"
1,"['0','223796001_3','223796001_2','0','223796001_1','0']"
1,"['0','0','217147869_2','0','217147869_1','217147869_4']"
1,"['205386326_4','205386326_5','205386326_2','205386326_6','205386326_1','0']"
1,"['0','0','209338247_2','209338247_3','209338247_1','0']"
1,"['220206742_5','220206742_7','220206742_2','0','220206742_1','0']"
1,"['0','0','225105037_2','0','225105037_1','225105037_4']"
1,"['219389460_3','0','219389460_2','219389460_4','219389460_1','0']"
1,"['139117051_2','139117051_3','139117051_1','0','0','0']"
1,"['0','0','210486672_2','0','210486672_1','210486672_4']"
1,"['191163994_5','191163994_6','191163994_2','191163994_7','191163994_1','0']"
1,"['222786797_3','222786797_4','222786797_2','0','222786797_1','0']"
1,"['0','0','212690384_3','0','212690384_2','212690384_4']"
1,"['157435791_4','157435791_6','157435791_2','157435791_7','157435791_1','0']"
1,"['0','0','224936318_2','0','224936318_1','224936318_3']"
1,"['221516615_3','221516615_4','221516615_2','0','221516615_1','0']"
1,"['137249237_3','137249237_4','137249237_1','137249237_5','0','0']"
1,"['0','0','221196379_2','0','221196379_1','221196379_4']"
1,"['222527012_2','222527012_3','222527012_1','0','0','0']"
1,"['0','0','163144572_2','0','163144572_1','163144572_4']"
1,"['0','0','218800161_2','0','218800161_1','218800161_5']"
1,"['208398409_4','208398409_5','208398409_2','0','208398409_1','0']"
1,"['0','0','213746900_2','0','213746900_1','0']"
1,"['222216985_4','222216985_5','222216985_2','0','222216985_1','0']"
1,"['188149392_2','188149392_3','0','188149392_4','188149392_1','0']"
1,"['0','0','220378843_2','0','220378843_1','220378843_4']"
1,"['224035969_4','224035969_6','224035969_2','0','224035969_1','0']"
1,"['0','0','223313067_2','223313067_6','223313067_1','223313067_5']"
1,"['200573533_4','200573533_7','200573533_3','0','200573533_1','0']"
1,"['0','0','210064922_2','0','210064922_1','210064922_5']"
1,"['0','0','217821072_2','0','217821072_1','217821072_5']"
1,"['179480037_4','179480037_5','179480037_2','179480037_6','179480037_1','0']"
1,"['220540164_10','220540164_12','220540164_1','0','0','0']"
1,"['213278466_4','213278466_5','213278466_2','213278466_6','213278466_1','0']"
1,"['207943028_4','207943028_5','207943028_2','0','207943028_1','0']"
1,"['0','0','217337734_2','0','217337734_1','217337734_3']"
1,"['194418938_3','0','194418938_2','0','194418938_1','0']"
1,"['218981299_5','218981299_7','218981299_2','0','218981299_1','0']"
1,"['0','0','224588921_2','0','224588921_1','224588921_3']"
1,"['0','0','223508730_2','0','223508730_1','223508730_4']"
1,"['223717805_4','223717805_5','223717805_2','223717805_6','223717805_1','0']"
1,"['218218669_3','218218669_4','218218669_2','0','218218669_1','0']"
1,"['223767679_2','223767679_5','223767679_1','0','0','223767679_4']"
1,"['221668681_3','221668681_4','221668681_2','221668681_5','221668681_1','0']"
1,"['0','0','204091041_2','0','204091041_1','204091041_3']"
1,"['0','0','225102210_2','0','225102210_1','225102210_5']"
1,"['0','0','222431092_2','0','222431092_1','222431092_6']"
1,"['199924952_2','199924952_4','199924952_1','0','0','0']"
1,"['225223696_4','225223696_5','225223696_2','0','225223696_1','0']"
1,"['224272259_3','224272259_5','224272259_2','0','224272259_1','0']"
1,"['0','0','0','0','207369256_1','207369256_3']"
1,"['0','0','165217874_2','0','165217874_1','165217874_3']"
1,"['0','0','225074967_2','0','225074967_1','0']"
1,"['219953757_2','219953757_3','219953757_1','219953757_4','0','0']"
1,"['214629633_5','0','214629633_2','214629633_6','214629633_1','0']"
1,"['198811012_3','198811012_5','198811012_2','198811012_6','198811012_1','0']"
1,"['0','0','207901421_2','0','207901421_1','207901421_4']"
1,"['137188912_3','137188912_4','137188912_2','137188912_5','137188912_1','0']"
1,"['0','223205519_7','223205519_2','0','223205519_1','223205519_6']"
1,"['222571915_3','222571915_5','222571915_2','0','222571915_1','0']"
1,"['0','0','207153404_2','0','207153404_1','207153404_5']"
1,"['220165555_3','0','220165555_2','220165555_5','220165555_1','220165555_4']"
1,"['215158429_3','215158429_4','215158429_2','215158429_5','215158429_1','0']"
1,"['218195100_3','0','218195100_2','218195100_5','218195100_1','0']"
1,"['0','0','223040432_2','223040432_4','223040432_1','223040432_3']"
1,"['223071313_4','223071313_5','223071313_2','0','223071313_1','0']"
1,"['218687341_3','218687341_4','218687341_2','0','218687341_1','0']"
1,"['215706450_3','215706450_4','215706450_2','215706450_6','215706450_1','0']"
1,"['223558413_2','0','223558413_1','0','0','0']"
1,"['197425667_3','197425667_4','197425667_2','197425667_5','197425667_1','0']"
1,"['215008564_5','215008564_6','215008564_2','0','215008564_1','0']"
1,"['0','0','175171683_2','0','175171683_1','175171683_4']"
1,"['216945403_2','216945403_3','216945403_1','0','0','0']"
1,"['0','0','224936758_2','0','224936758_1','224936758_5']"
1,"['224612282_2','224612282_4','224612282_1','0','0','0']"
1,"['206029697_3','206029697_5','0','0','206029697_2','0']"
1,"['0','0','199314558_2','0','199314558_1','199314558_3']"
1,"['214380325_3','214380325_5','214380325_2','0','214380325_1','0']"
1,"['0','224082250_6','224082250_3','0','224082250_1','0']"
1,"['146448092_4','146448092_6','146448092_2','146448092_7','146448092_1','0']"
1,"['223316001_3','223316001_4','223316001_1','0','0','0']"
1,"['0','221851408_6','221851408_2','0','221851408_1','221851408_5']"
1,"['0','0','136724002_2','0','136724002_1','136724002_6']"
1,"['0','0','223896086_2','0','223896086_1','223896086_3']"
1,"['223041205_2','223041205_4','223041205_1','0','0','0']"
1,"['206163973_3','0','206163973_2','206163973_7','206163973_1','0']"
1,"['173121575_4','173121575_6','173121575_2','0','173121575_1','0']"
1,"['0','0','221660647_2','0','221660647_1','221660647_6']"
1,"['144019001_2','144019001_4','144019001_1','0','0','0']"
1,"['208825895_4','208825895_5','208825895_2','0','208825895_1','0']"
1,"['0','0','149352954_2','0','149352954_1','149352954_4']"
1,"['0','0','221520217_2','221520217_6','221520217_1','221520217_5']"
1,"['219231942_4','219231942_6','219231942_2','0','219231942_1','0']"
1,"['0','0','200396892_2','0','200396892_1','200396892_5']"
1,"['0','0','189898600_2','0','189898600_1','189898600_5']"
1,"['0','0','224999849_2','0','224999849_1','224999849_6']"
1,"['166044683_3','166044683_4','0','0','166044683_1','0']"
1,"['0','0','0','0','0','142986011_5']"
1,"['225332101_4','225332101_6','225332101_2','0','225332101_1','0']"
1,"['0','0','224711445_2','0','224711445_1','224711445_5']"
1,"['0','0','218945812_2','0','218945812_1','218945812_4']"
1,"['0','0','217037472_2','0','217037472_1','217037472_4']"
1,"['212772278_4','212772278_6','0','212772278_7','0','0']"
1,"['0','0','221554060_2','221554060_4','221554060_1','221554060_3']"
1,"['0','0','218061792_2','0','218061792_1','218061792_5']"
1,"['197194840_3','0','197194840_2','0','197194840_1','0']"
1,"['0','0','223363618_1','0','0','223363618_3']"
1,"['0','0','224258369_2','0','224258369_1','0']"
1,"['0','0','216010340_2','0','216010340_1','216010340_3']"
1,"['0','0','225281482_2','0','225281482_1','225281482_3']"
1,"['222430302_5','222430302_6','222430302_2','0','222430302_1','0']"
1,"['219748632_4','219748632_6','219748632_3','0','219748632_1','0']"
1,"['207061224_3','207061224_5','207061224_2','0','207061224_1','0']"
1,"['0','223997943_5','223997943_2','0','223997943_1','223997943_4']"
1,"['0','209962306_6','209962306_2','209962306_7','209962306_1','0']"
1,"['117417003_6','117417003_8','117417003_2','117417003_10','117417003_1',
 '0']"
1,"['199439838_3','0','199439838_2','0','199439838_1','0']"
1,"['198547268_3','198547268_5','198547268_2','0','198547268_1','0']"
1,"['214952718_5','214952718_7','214952718_1','214952718_8','0','0']"
1,"['0','208954540_3','208954540_1','0','0','0']"
1,"['0','0','0','0','222196350_1','0']"
1,"['0','0','0','180164875_4','0','0']"
1,"['212420290_4','0','212420290_2','0','212420290_1','0']"
1,"['0','0','42423648_2','42423648_4','42423648_1','42423648_3']"
1,"['0','0','212760413_2','0','212760413_1','212760413_3']"
1,"['211298086_4','211298086_5','211298086_2','0','211298086_1','0']"
1,"['0','0','222301165_2','0','222301165_1','222301165_3']"
1,"['104093512_4','104093512_7','104093512_2','0','0','104093512_6']"
1,"['0','0','218564230_2','218564230_4','218564230_1','218564230_3']"
1,"['0','0','218783974_1','0','0','0']"
1,"['202415044_4','202415044_6','202415044_2','0','202415044_1','0']"
1,"['222688451_4','222688451_5','222688451_2','0','222688451_1','0']"
1,"['222412179_3','0','222412179_2','0','222412179_1','222412179_4']"
1,"['215131432_4','215131432_5','215131432_2','0','215131432_1','0']"
1,"['0','0','222052263_2','0','222052263_1','222052263_3']"
1,"['215646041_5','215646041_7','215646041_2','0','215646041_1','0']"
1,"['0','0','221817258_2','0','221817258_1','221817258_5']"
1,"['224339969_2','224339969_4','224339969_1','0','0','0']"
1,"['0','0','212387772_2','212387772_4','212387772_1','212387772_3']"
1,"['224768180_4','224768180_6','224768180_2','0','224768180_1','0']"
1,"['206030241_5','206030241_6','206030241_2','0','206030241_1','0']"
1,"['0','0','170047143_2','0','170047143_1','170047143_5']"
1,"['218624896_4','0','218624896_2','0','218624896_1','0']"
1,"['0','0','158301163_1','0','0','0']"
1,"['182433999_4','182433999_5','182433999_2','182433999_6','182433999_1','0']"
1,"['223065520_3','223065520_4','223065520_1','0','0','0']"
1,"['0','0','211192113_2','211192113_4','211192113_1','0']"
1,"['194935441_2','194935441_3','194935441_1','194935441_4','0','0']"
1,"['0','0','220459823_2','0','220459823_1','220459823_4']"
1,"['0','0','218541209_2','218541209_6','218541209_1','218541209_5']"
1,"['0','217650926_5','217650926_1','0','0','0']"
1,"['223165764_1','223165764_2','0','223165764_3','0','0']"
1,"['221387410_3','221387410_4','221387410_2','221387410_5','221387410_1','0']"
1,"['200986645_5','200986645_6','200986645_2','0','200986645_1','0']"
1,"['224933066_4','224933066_6','224933066_1','0','0','0']"
1,"['156698519_4','156698519_6','156698519_2','0','156698519_1','0']"
1,"['216972673_3','216972673_4','216972673_2','0','216972673_1','0']"
1,"['0','0','119346513_2','0','119346513_1','119346513_4']"
1,"['157604581_6','157604581_7','157604581_2','157604581_9','157604581_1','0']"
1,"['0','0','221824812_2','0','221824812_1','0']"
1,"['0','0','217442937_2','217442937_4','217442937_1','217442937_3']"
1,"['202592108_3','202592108_5','202592108_2','0','202592108_1','0']"
1,"['34054210_2','34054210_5','34054210_1','0','0','0']"
1,"['0','225336432_3','225336432_1','225336432_4','0','0']"
1,"['0','0','175561639_2','175561639_5','175561639_1','0']"
1,"['219146281_2','219146281_3','219146281_1','0','0','0']"
1,"['0','0','210637403_2','0','210637403_1','210637403_5']"
1,"['0','0','224970990_2','0','224970990_1','224970990_3']"
1,"['79427524_6','79427524_8','79427524_2','0','79427524_1','0']"
1,"['0','206005266_3','206005266_2','206005266_4','206005266_1','0']"
1,"['223864947_2','223864947_4','223864947_1','0','0','0']"
1,"['144648861_6','144648861_9','144648861_1','0','0','0']"
1,"['194244497_5','194244497_7','194244497_2','0','194244497_1','0']"
1,"['224935800_3','224935800_4','224935800_2','224935800_5','224935800_1','0']"
1,"['61314243_4','0','61314243_2','0','61314243_1','0']"
1,"['210192925_4','210192925_5','0','0','0','0']"
1,"['0','0','218897723_2','0','218897723_1','218897723_4']"
1,"['137893911_5','137893911_6','137893911_2','137893911_8','137893911_1','0']"
1,"['197634909_5','197634909_6','197634909_2','197634909_7','197634909_1','0']"
1,"['0','0','191769603_2','191769603_4','191769603_1','191769603_3']"
1,"['0','0','223632377_2','0','223632377_1','223632377_5']"
1,"['217540193_4','217540193_5','217540193_2','0','217540193_1','0']"
1,"['0','0','174383355_2','0','174383355_1','174383355_3']"
1,"['223010222_2','223010222_3','223010222_1','0','0','0']"
1,"['0','0','220434156_2','0','220434156_1','0']"
1,"['214379946_3','0','214379946_2','0','214379946_1','214379946_4']"
1,"['218274403_6','218274403_8','218274403_2','218274403_10','218274403_1',
 '0']"
1,"['0','0','219334048_2','0','219334048_1','219334048_4']"
1,"['222870057_4','222870057_5','222870057_2','0','222870057_1','0']"
1,"['206181726_3','206181726_4','206181726_2','0','206181726_1','0']"
1,"['224930071_3','224930071_4','224930071_2','0','224930071_1','0']"
1,"['222786116_3','222786116_5','222786116_2','0','222786116_1','0']"
1,"['224300084_3','224300084_6','224300084_2','0','224300084_1','0']"
1,"['220356779_3','0','220356779_1','0','0','0']"
1,"['197745401_3','197745401_4','197745401_2','197745401_5','197745401_1','0']"
1,"['0','0','216867849_2','216867849_7','216867849_1','216867849_6']"
1,"['0','0','220967026_2','0','220967026_1','220967026_3']"
1,"['0','0','218836535_2','218836535_7','218836535_1','218836535_6']"
1,"['0','0','223860207_2','0','223860207_1','223860207_3']"
1,"['0','0','224437228_2','0','224437228_1','0']"
1,"['216508356_3','216508356_4','216508356_2','216508356_5','216508356_1','0']"
1,"['220260788_4','220260788_5','220260788_2','0','220260788_1','0']"
1,"['0','0','223369198_2','0','223369198_1','223369198_5']"
1,"['211897747_3','211897747_4','211897747_2','0','211897747_1','0']"
1,"['0','0','204139106_2','0','204139106_1','204139106_3']"
1,"['0','0','220788952_2','0','220788952_1','220788952_5']"
1,"[0,0,0,0,0,0]"
1,"['214715272_3','214715272_5','214715272_2','214715272_6','214715272_1','0']"
1,"['221141109_2','221141109_3','0','0','0','0']"
1,"['0','0','222819249_2','222819249_6','222819249_1','222819249_5']"
1,"['223559867_2','223559867_4','223559867_1','0','0','0']"
1,"['210063438_4','0','210063438_2','0','210063438_1','0']"
1,"['0','0','224195371_2','0','224195371_1','224195371_7']"
1,"['186071885_1','186071885_3','0','0','0','0']"
1,"['0','0','221649862_2','221649862_6','221649862_1','221649862_5']"
1,"['203431441_3','203431441_4','203431441_2','0','203431441_1','0']"
1,"['0','0','222489804_2','0','222489804_1','222489804_5']"
1,"['0','0','223592726_2','0','223592726_1','223592726_4']"
1,"['193582668_4','193582668_5','193582668_2','0','193582668_1','0']"
1,"['202501697_4','202501697_5','202501697_2','0','202501697_1','0']"
1,"['0','0','221888119_2','0','221888119_1','221888119_3']"
1,"['0','0','223384339_2','223384339_5','223384339_1','223384339_4']"
1,"['0','0','220792957_2','220792957_6','220792957_1','220792957_5']"
1,"['0','0','217906274_2','0','217906274_1','0']"
1,"['215796001_4','215796001_5','215796001_2','0','215796001_1','0']"
1,"['0','0','222759815_2','0','222759815_1','222759815_4']"
1,"['224077617_3','224077617_5','224077617_1','0','0','224077617_4']"
1,"['0','0','225181462_1','0','0','225181462_3']"
1,"['0','0','224708714_2','0','224708714_1','224708714_3']"
1,"['61333136_3','61333136_6','61333136_1','61333136_7','0','0']"
1,"['177227433_4','177227433_6','177227433_2','177227433_7','177227433_1','0']"
1,"['0','0','219644111_2','0','219644111_1','219644111_6']"
1,"['104781851_4','104781851_6','104781851_2','104781851_7','104781851_1','0']"
1,"['159196077_3','159196077_4','159196077_2','159196077_5','159196077_1','0']"
1,"['221957978_4','221957978_6','221957978_2','0','221957978_1','0']"
1,"['0','0','220788823_2','0','220788823_1','220788823_5']"
1,"['223787204_5','223787204_6','223787204_2','0','223787204_1','0']"
1,"['183266020_5','183266020_7','183266020_2','0','183266020_1','0']"
1,"['0','222361444_7','222361444_2','0','222361444_1','222361444_6']"
1,"['0','0','219475967_2','0','219475967_1','219475967_4']"
1,"['0','209592073_4','209592073_2','209592073_5','209592073_1','0']"
1,"['0','0','210597810_1','0','0','210597810_4']"
1,"['213885009_3','213885009_5','213885009_2','0','213885009_1','213885009_4']"
1,"['203008013_5','203008013_7','203008013_2','0','203008013_1','0']"
1,"['214479460_4','0','214479460_2','0','214479460_1','0']"
1,"['0','0','208803624_2','0','208803624_1','208803624_5']"
1,"['74127368_4','74127368_7','74127368_2','0','74127368_1','0']"
1,"['0','0','224691449_3','0','224691449_1','224691449_7']"
1,"['217967537_3','217967537_4','217967537_2','217967537_6','217967537_1','0']"
1,"['0','222464590_10','222464590_2','0','222464590_1','222464590_9']"
1,"['190067162_3','190067162_4','190067162_2','190067162_5','190067162_1','0']"
1,"['214192861_2','214192861_4','214192861_1','214192861_5','0','0']"
1,"['224256262_4','224256262_5','224256262_2','0','224256262_1','0']"
1,"['0','0','225252898_2','0','225252898_1','0']"
1,"['222913131_4','222913131_6','222913131_3','0','222913131_1','0']"
1,"['207097087_3','207097087_4','207097087_2','207097087_5','207097087_1','0']"
1,"['0','0','224935223_1','0','0','224935223_4']"
1,"['0','0','222593346_2','0','222593346_1','222593346_4']"
1,"['188077952_2','0','188077952_1','0','0','0']"
1,"['208251355_3','208251355_5','208251355_2','208251355_6','208251355_1','0']"
1,"['0','164356115_3','164356115_2','0','164356115_1','0']"
1,"['211021988_4','211021988_5','211021988_2','0','211021988_1','0']"
1,"['127631860_3','127631860_5','127631860_2','127631860_6','127631860_1','0']"
1,"['220264391_3','220264391_4','220264391_1','0','0','0']"
1,"['0','0','210748432_2','210748432_5','210748432_1','210748432_4']"
1,"['221741196_5','221741196_6','221741196_2','0','221741196_1','0']"
1,"['0','0','217917751_2','0','217917751_1','217917751_3']"
1,"['110235190_4','110235190_5','110235190_2','110235190_6','110235190_1','0']"
1,"['0','0','224589785_1','0','0','224589785_3']"
1,"['0','0','206529637_2','0','206529637_1','206529637_5']"
1,"['0','223396248_4','223396248_2','223396248_5','223396248_1','0']"
1,"['74882016_6','74882016_7','74882016_2','74882016_8','74882016_1','0']"
1,"['167042310_4','167042310_7','167042310_2','0','167042310_1','0']"
1,"['196573921_2','0','196573921_1','0','0','0']"
1,"['171360837_3','171360837_4','171360837_2','0','171360837_1','0']"
1,"['0','0','219974214_2','0','219974214_1','219974214_5']"
1,"['0','216188246_3','216188246_2','0','216188246_1','0']"
1,"['0','224054384_7','224054384_2','0','224054384_1','224054384_6']"
1,"['0','0','224841828_2','224841828_5','224841828_1','0']"
1,"['0','0','223232134_1','0','0','223232134_4']"
1,"['0','0','215095993_2','215095993_5','215095993_1','215095993_3']"
1,"['0','0','215424592_2','0','215424592_1','215424592_4']"
1,"['223583099_3','223583099_4','223583099_2','0','223583099_1','0']"
1,"['0','0','211871039_2','211871039_6','211871039_1','211871039_5']"
1,"['220963292_3','220963292_4','220963292_2','0','220963292_1','0']"
